Sr.,Direction,Stop Name,Name-en-normalized,UID
2171,DOWN,Mahindra Company Gate Number 3,Mahindra Company Gate Number 3,
2172,UP,Makan Hospital,Makan Hospital,
2173,UP,Malawalinagar,Malawalinagar,
2174,DOWN,Malawalinagar,Malawalinagar,
2175,UP,Malkhed,Malkhed,
2176,DOWN,Malkhed,Malkhed,
2177,UP,Malnagar,Malnagar,
2178,DOWN,Malnagar,Malnagar,
2179,UP,Malwadi,Malwadi,
2180,DOWN,Malwadi,Malwadi,
2181,UP,Malwadi Dehu,Malwadi Dehu,
2182,DOWN,Malwadi Dehu,Malwadi Dehu,
2183,UP,Malwadi Jambe Road,Malwadi Jambe Road,
2184,DOWN,Malwadi Jambe Road,Malwadi Jambe Road,
2185,UP,Malwadi Kirkatwadi,Malwadi Kirkatwadi,
2186,DOWN,Malwadi Kirkatwadi,Malwadi Kirkatwadi,
2187,DOWN,Malwadi Kunjirwadi,Malwadi Kunjirwadi,
2188,UP,Malwadi Manjari,Malwadi Manjari,
2189,DOWN,Malwadi Manjari,Malwadi Manjari,
2190,UP,Malwadi Markal Road,Malwadi Markal Road,
2191,DOWN,Malwadi Markal Road,Malwadi Markal Road,
2192,UP,Malwadi Naigaon,Malwadi Naigaon,
2193,DOWN,Malwadi Naigaon,Malwadi Naigaon,
2194,UP,Malwadi Wadgaon Mawal Road,Malwadi Wadgaon Mawal Road,
2195,DOWN,Malwadi Wadgaon Mawal Road,Malwadi Wadgaon Mawal Road,
2196,UP,Malyachamala,Malyachamala,
2197,DOWN,Malyachamala,Malyachamala,
2198,UP,Manajibaug,Manajibaug,
2199,DOWN,Manajibaug,Manajibaug,
2200,UP,Manajinagar,Manajinagar,
2201,DOWN,Manajinagar,Manajinagar,
2202,UP,Mandai Stand,Mandai Stand,
2203,DOWN,Mandai Stand,Mandai Stand,
2204,UP,Mandharevasti,Mandharevasti,
2205,DOWN,Mandharevasti,Mandharevasti,
2206,UP,Mandvi Bk,Mandvi Bk,
2207,DOWN,Mandvi Bk,Mandvi Bk,
2208,UP,Mandvi Kh,Mandvi Kh,
2209,DOWN,Mandvi Kh,Mandvi Kh,
2210,UP,Mangdenagar,Mangdenagar,
2211,DOWN,Mangdenagar,Mangdenagar,
2212,UP,Mangdewadi Petrol Pump,Mangdewadi Petrol Pump,
2213,DOWN,Mangdewadi Petrol Pump,Mangdewadi Petrol Pump,
2214,UP,Mangdewadi Phata,Mangdewadi Phata,
2215,DOWN,Mangdewadi Phata,Mangdewadi Phata,
2216,UP,Manik Colony,Manik Colony,
2217,DOWN,Manik Colony,Manik Colony,
2218,UP,Manik Press Road,Manik Press Road,
2219,DOWN,Manik Press Road,Manik Press Road,
2220,UP,Manikbaug,Manikbaug,
2221,DOWN,Manikbaug,Manikbaug,
2222,UP,Manikchand Dhariwal Sinhagad College,Manikchand Dhariwal Sinhagad College,
2223,DOWN,Manikchand Dhariwal Sinhagad College,Manikchand Dhariwal Sinhagad College,
2224,UP,Manjari Bk,Manjari Bk,
2225,DOWN,Manjari Bk,Manjari Bk,
2226,UP,Manjari Farm,Manjari Farm,
2227,DOWN,Manjari Farm,Manjari Farm,
2228,UP,Manjari Kh,Manjari Kh,
2229,DOWN,Manjari Kh,Manjari Kh,
2230,UP,Mankar Chowk,Mankar Chowk,
2231,DOWN,Mankar Chowk,Mankar Chowk,
2232,UP,Manoharnagar,Manoharnagar,
2233,DOWN,Manoharnagar,Manoharnagar,
2234,UP,Mantarwadi,Mantarwadi,
2235,DOWN,Mantarwadi,Mantarwadi,
2236,UP,Mantri Niwas,Mantri Niwas,
2237,DOWN,Mantri Niwas,Mantri Niwas,
2238,UP,Marodo Company,Marado Company,
2239,UP,Marado Company,Marado Company,
2240,DOWN,Marodo Company,Marado Company,
2241,DOWN,Marado Company,Marado Company,
2242,UP,Mariaai Gate,Mariaai Gate,
2243,DOWN,Mariaai Gate,Mariaai Gate,
2244,UP,Mariaai Mandir,Mariaai Mandir,
2245,DOWN,Mariaai Mandir,Mariaai Mandir,
2246,UP,Markalgaon,Markalgaon,
2247,DOWN,Markalgaon,Markalgaon,
2248,UP,Marketyard,Marketyard,
2249,DOWN,Marketyard,Marketyard,
2250,UP,Marnewadi,Marnewadi,
2251,DOWN,Marnewadi,Marnewadi,
2252,UP,Marshal,Marshal,
2253,DOWN,Marshal,Marshal,
2254,UP,Marunjigaon,Marunjigaon,
2255,DOWN,Marunjigaon,Marunjigaon,
2256,UP,Maruti Mandir Dattanagar,Maruti Mandir Dattanagar,
2257,DOWN,Maruti Mandir Dattanagar,Maruti Mandir Dattanagar,
2258,UP,Maruti Mandir Kothrud,Maruti Mandir Kothrud,
2259,DOWN,Maruti Mandir Kothrud,Maruti Mandir Kothrud,
2260,UP,Maruti Mandir Sambhajinagar,Maruti Mandir Sambhajinagar,
2261,DOWN,Maruti Mandir Sambhajinagar,Maruti Mandir Sambhajinagar,
2262,UP,Maruti Mandir Talegaondabhade Road,Maruti Mandir Talegaondabhade Road,
2263,DOWN,Maruti Mandir Talegaondabhade Road,Maruti Mandir Talegaondabhade Road,
2264,UP,Maruti Mandir Vajewadi,Maruti Mandir Vajewadi,
2265,DOWN,Maruti Mandir Vajewadi,Maruti Mandir Vajewadi,
2266,UP,Maruti Mandir Vishalnagar,Maruti Mandir Vishalnagar,
2267,DOWN,Maruti Mandir Vishalnagar,Maruti Mandir Vishalnagar,
2268,UP,Maruti Mandir Wes,Maruti Mandir Wes,
2269,DOWN,Maruti Mandir Wes,Maruti Mandir Wes,
2270,UP,Master Bakery,Master Bakery,
2271,DOWN,Master Bakery,Master Bakery,
2272,UP,Masulkar Colony,Masulkar Colony,
2273,DOWN,Masulkar Colony,Masulkar Colony,
2274,UP,Matalwadi Bhugaon,Matalwadi Bhugaon,
2275,DOWN,Matalwadi Bhugaon,Matalwadi Bhugaon,
2276,UP,Matalwadi Khanapur,Matalwadi Khanapur,
2277,DOWN,Matalwadi Khanapur,Matalwadi Khanapur,
2278,UP,Mate Pat,Mate Pat,
2279,DOWN,Mate Pat,Mate Pat,
2280,UP,Materevasti,Materevasti,
2281,DOWN,Materevasti,Materevasti,
2282,UP,Materewadi,Materewadi,
2283,DOWN,Materewadi,Materewadi,
2284,UP,Mati Ganpati,Mati Ganpati,
2285,DOWN,Mati Ganpati,Mati Ganpati,
2286,UP,MatoShree,MatoShree,
2287,UP,Matoshree Garden,Matoshree Garden,
2288,DOWN,Matoshree Garden,Matoshree Garden,
2289,UP,Mayur Colony,Mayur Colony,
2290,DOWN,Mayur Colony,Mayur Colony,
2291,UP,Mayuresh Automobiles,Mayuresh Automobiles,
2292,DOWN,Mayuresh Automobiles,Mayuresh Automobiles,
2293,UP,Mayuri Mangal Karyalay,Mayuri Mangal Karyalay,
2294,DOWN,Mayuri Mangal Karyalay,Mayuri Mangal Karyalay,
2295,UP,Mayuri Wajankata,Mayuri Wajankata,
2296,DOWN,Mayuri Wajankata,Mayuri Wajankata,
2297,UP,Mayurnagari,Mayurnagari,
2298,DOWN,Mayurnagari,Mayurnagari,
2299,UP,Medi Point,Medi Point,
2300,DOWN,Medi Point,Medi Point,
2301,UP,Meera Society,Meera Society,
2302,DOWN,Meera Society,Meera Society,
2303,UP,Meeranagar,Meeranagar,
2304,DOWN,Meeranagar,Meeranagar,
2305,UP,Mega City,Mega City,
2306,DOWN,Mega City,Mega City,
2307,UP,Mehandale Garage,Mehandale Garage,
2308,DOWN,Mehandale Garage,Mehandale Garage,
2309,UP,Mehta Hospital,Mehta Hospital,
2310,DOWN,Mehta Hospital,Mehta Hospital,
2311,UP,Mental Corner,Mental Corner,
2312,DOWN,Mental Corner,Mental Corner,
2313,UP,Mental Hospital,Mental Hospital,
2314,DOWN,Mental Hospital,Mental Hospital,
2315,UP,MES Canteen IAT,MES Canteen IAT,
2316,DOWN,MES Canteen IAT,MES Canteen IAT,
2317,UP,MES Canteen NDA,MES Canteen NDA,
2318,DOWN,MES Canteen NDA,MES Canteen NDA,
2319,UP,MES Pumping Station,MES Pumping Station,
2320,DOWN,MES Pumping Station,MES Pumping Station,
2321,UP,Methodist Church,Methodist Church,
2322,DOWN,Methodist Church,Methodist Church,
2323,UP,MG Road Pune Camp,MG Road Pune Camp,
2324,DOWN,MG Road Pune Camp,MG Road Pune Camp,
2325,UP,Mhada Colony,Mhada Colony,
2326,DOWN,Mhada Colony,Mhada Colony,
2327,UP,Mhalunge,Mhalunge,
2328,DOWN,Mhalunge,Mhalunge,
2329,UP,Mhalunge Corner,Mhalunge Corner,
2330,DOWN,Mhalunge Corner,Mhalunge Corner,
2331,UP,Mhalunge Phata Balewadi,Mhalunge Phata Balewadi,
2332,DOWN,Mhalunge Phata Balewadi,Mhalunge Phata Balewadi,
2333,UP,Mhalunge Stadium Gate,Mhalunge Stadium Gate,
2334,DOWN,Mhalunge Stadium Gate,Mhalunge Stadium Gate,
2335,UP,Mhalungegaon,Mhalungegaon,
2336,DOWN,Mhalungegaon,Mhalungegaon,
2337,UP,Mhashicha Gotha,Mhashicha Gotha,
2338,DOWN,Mhashicha Gotha,Mhashicha Gotha,
2339,UP,Mhaskevasti,Mhaskevasti,
2340,DOWN,Mhaskevasti,Mhaskevasti,
2341,UP,Mhasoba Gate,Mhasoba Gate,
2342,DOWN,Mhasoba Gate,Mhasoba Gate,
2343,UP,Mhasoba Mandir,Mhasoba Mandir,
2344,DOWN,Mhasoba Mandir,Mhasoba Mandir,
2345,UP,Mhatobachi Alandi,Mhatobachi Alandi,
2346,DOWN,Mhatobachi Alandi,Mhatobachi Alandi,
2347,UP,Mhatre Pul,Mhatre Pul,
2348,DOWN,Mhatre Pul,Mhatre Pul,
2349,UP,MIDC Bhosari,MIDC Bhosari,
2350,DOWN,MIDC Bhosari,MIDC Bhosari,
2351,UP,MIDC Circle,MIDC Circle,
2352,DOWN,MIDC Circle,MIDC Circle,
2353,UP,Midc Office,Midc Office,
2354,DOWN,Midc Office,Midc Office,
2355,UP,MIDC Phata,MIDC Phata,
2356,DOWN,MIDC Phata,MIDC Phata,
2357,UP,MIDC Pimpri,MIDC Pimpri,
2358,DOWN,MIDC Pimpri,MIDC Pimpri,
2359,UP,Mile Dagad Kramank 10 Garware Bungalow,Mile Dagad Kramank 10 Garware Bungalow,
2360,DOWN,Mile Dagad Kramank 10 Garware Bungalow,Mile Dagad Kramank 10 Garware Bungalow,
2361,UP,Mile Dagad Kramank 18 Bhukum,Mile Dagad Kramank 18 Bhukum,
2362,DOWN,Mile Dagad Kramank 18 Bhukum,Mile Dagad Kramank 18 Bhukum,
2363,UP,Mile Dagad Kramank 19 Diveghat,Mile Dagad Kramank 19 Diveghat,
2364,DOWN,Mile Dagad Kramank 19 Diveghat,Mile Dagad Kramank 19 Diveghat,
2365,UP,Mile Dagad Kramank 21 Diveghat,Mile Dagad Kramank 21 Diveghat,
2366,DOWN,Mile Dagad Kramank 21 Diveghat,Mile Dagad Kramank 21 Diveghat,
2367,UP,Mile Dagad Kramank 21 Pirangutghat,Mile Dagad Kramank 21 Pirangutghat,
2368,DOWN,Mile Dagad Kramank 21 Pirangutghat,Mile Dagad Kramank 21 Pirangutghat,
2369,UP,Mile Dagad Kramank 22 Pirangutghat,Mile Dagad Kramank 22 Pirangutghat,
2370,DOWN,Mile Dagad Kramank 22 Pirangutghat,Mile Dagad Kramank 22 Pirangutghat,
2371,UP,Mile Dagad Kramank 23 Nagar Road,Mile Dagad Kramank 23 Nagar Road,
2372,DOWN,Mile Dagad Kramank 23 Nagar Road,Mile Dagad Kramank 23 Nagar Road,
2373,UP,Mile Dagad Kramank 8 Bavdhan Ghat,Mile Dagad Kramank 8 Bavdhan Ghat,
2374,DOWN,Mile Dagad Kramank 8 Bavdhan Ghat,Mile Dagad Kramank 8 Bavdhan Ghat,
2375,UP,Mile Dagad Kramank 9 Chandani Chowk,Mile Dagad Kramank 9 Chandani Chowk,
2376,DOWN,Mile Dagad Kramank 9 Chandani Chowk,Mile Dagad Kramank 9 Chandani Chowk,
2377,UP,Military Hospital Rangehills,Military Hospital Rangehills,
2378,DOWN,Military Hospital Rangehills,Military Hospital Rangehills,
2379,UP,Military Hospital Vanawadi ,Military Hospital Vanawadi,
2380,DOWN,Military Hospital Vanawadi ,Military Hospital Vanawadi,
2381,UP,Military School,Military School,
2382,UP,Minilec Company,Minilec Company,
2383,DOWN,Minilec Company,Minilec Company,
2384,UP,Mitra Mandal Sabhagruha,Mitra Mandal Sabhagruha,
2385,DOWN,Mitra Mandal Sabhagruha,Mitra Mandal Sabhagruha,
2386,UP,Mitranagar,Mitranagar,
2387,DOWN,Mitranagar,Mitranagar,
2388,UP,Mitti Ka Ghar,Mitti Ka Ghar,
2389,DOWN,Mitti Ka Ghar,Mitti Ka Ghar,
2390,UP,MM School,MM School,
2391,DOWN,MM School,MM School,
2392,UP,Model Colony,Model Colony,
2393,DOWN,Model Colony,Model Colony,
2394,UP,Modern College Moshi,Modern College Moshi,
2395,DOWN,Modern College Moshi,Modern College Moshi,
2396,UP,Modern HighSchool,Modern HighSchool,
2397,DOWN,Modern HighSchool,Modern HighSchool,
2398,UP,Mohakarwadi,Mohakarwadi,
2399,DOWN,Mohakarwadi,Mohakarwadi,
2400,UP,Mahammad Wadi,Mohammadwadi,
2401,DOWN,Mahammad Wadi,Mohammadwadi,
2402,UP,Mohammadwadi gaon ,Mohammadwadi gaon,
2403,DOWN,Mohammadwadigaon,Mohammadwadi gaon,
2404,UP,Mohammadwadi Shala,Mohammadwadi Shala,
2405,DOWN,Mohammadwadi Shala,Mohammadwadi Shala,
2406,UP,Mohannagar Chinchwad,Mohannagar Chinchwad,
2407,DOWN,Mohannagar Chinchwad,Mohannagar Chinchwad,
2408,UP,Mohannagar Dhankawadi,Mohannagar Dhankawadi,
2409,DOWN,Mohannagar Dhankawadi,Mohannagar Dhankawadi,
2410,UP,Mohitevasti,Mohitevasti,
2411,DOWN,Mohitevasti,Mohitevasti,
2412,UP,Mohitewadi,Mohitewadi,
2413,DOWN,Mohitewadi,Mohitewadi,
2414,UP,Mohol Vidyalay,Mohol Vidyalay,
2415,DOWN,Mohol Vidyalay,Mohol Vidyalay,
2416,UP,Moi Phata,Moi Phata,
2417,DOWN,Moi Phata,Moi Phata,
2418,DOWN,Mominpura,Mominpura,
2419,UP,Moraya Raj Park,Moraya Raj Park,
2420,DOWN,Moraya Raj Park,Moraya Raj Park,
2421,UP,Mordari Phata,Mordari Phata,
2422,DOWN,Mordari Phata,Mordari Phata,
2423,UP,More Prekshagruha,More Prekshagruha,
2424,DOWN,More Prekshagruha,More Prekshagruha,
2425,UP,More Vidyalay,More Vidyalay,
2426,DOWN,More Vidyalay,More Vidyalay,
2427,UP,Morebaug,Morebaug,
2428,DOWN,Morebaug,Morebaug,
2429,UP,Morwadi,Morwadi,
2430,DOWN,Morwadi,Morwadi,
2431,UP,Morwadi Chowk,Morwadi Chowk,
2432,DOWN,Morwadi Chowk,Morwadi Chowk,
2433,UP,Morwadi Corner,Morwadi Corner,
2434,DOWN,Morwadi Corner,Morwadi Corner,
2435,UP,Moshi Jakat Naka,Moshi Jakat Naka,
2436,DOWN,Moshi Jakat Naka,Moshi Jakat Naka,
2437,UP,Moshi Phata,Moshi Phata,
2438,DOWN,Moshi Phata,Moshi Phata,
2439,UP,Moshigaon,Moshigaon,
2440,DOWN,Moshigaon,Moshigaon,
2441,UP,Motherson Company,Motherson Company,
2442,DOWN,Motherson Company,Motherson Company,
2443,UP,Motor Pariwahan,Motor Pariwahan,
2444,DOWN,Motor Pariwahan,Motor Pariwahan,
2445,UP,Mount Carmel School,Mount Carmel School,
2446,DOWN,Mount Carmel School,Mount Carmel School,
2447,UP,Mount Vert Society,Mount Vert Society,
2448,DOWN,Mount Vert Society,Mount Vert Society,
2449,UP,Moze Vidyalay Alandi Road,Moze Vidyalay Alandi Road,
2450,DOWN,Moze Vidyalay Alandi Road,Moze Vidyalay Alandi Road,
2451,UP,Moze Vidyalay Samtanagar,Moze Vidyalay Samtanagar,
2452,DOWN,Moze Vidyalay Samtanagar,Moze Vidyalay Samtanagar,
2453,UP,MSB Pumping Station,MSB Pumping Station,
2454,DOWN,MSB Pumping Station,MSB Pumping Station,
2455,UP,Mugawade,Mugawade,
2456,DOWN,Mugawade,Mugawade,
2457,UP,Mukai Chowk,Mukai Chowk,
2458,DOWN,Mukai Chowk,Mukai Chowk,
2459,UP,Mukainagar,Mukainagar,
2460,DOWN,Mukainagar,Mukainagar,
2461,UP,Mukbadhir Shala,Mukbadhir Shala,
2462,DOWN,Mukbadhir Shala,Mukbadhir Shala,
2463,UP,Mukundnagar,Mukundnagar,
2464,DOWN,Mukundnagar,Mukundnagar,
2465,UP,Mula House,Mula House,
2466,DOWN,Mula House,Mula House,
2467,UP,Mula Road,Mula Road,
2468,DOWN,Mula Road,Mula Road,
2469,UP,Mulkhed,Mulkhed,
2470,DOWN,Mulkhed,Mulkhed,
2471,UP,Muncipal Dawakhana,Muncipal Dawakhana,
2472,DOWN,Muncipal Dawakhana,Muncipal Dawakhana,
2473,UP,Mundhwa Bypass,Mundhwa Bypass,
2474,DOWN,Mundhwa Bypass,Mundhwa Bypass,
2475,UP,Mundhwa Phata,Mundhwa Phata,
2476,DOWN,Mundhwa Phata,Mundhwa Phata,
2477,UP,Mundhwa Shala,Mundhwa Shala,
2478,DOWN,Mundhwa Shala,Mundhwa Shala,
2479,UP,Mundhwagaon,Mundhwagaon,
2480,DOWN,Mundhwagaon,Mundhwagaon,
2481,UP,Mundhwagaon Corner,Mundhwagaon Corner,
2482,DOWN,Mundhwagaon Corner,Mundhwagaon Corner,
2483,UP,Munjabavasti,Munjabavasti,
2484,DOWN,Munjabavasti,Munjabavasti,
2485,UP,Murkutevasti,Murkutevasti,
2486,DOWN,Murkutevasti,Murkutevasti,
2487,UP,Mutton Market,Mutton Market,
2488,DOWN,Mutton Market,Mutton Market,
2489,DOWN,MZB Building,MZB Building,
2490,UP,Na Ta Wadi,Na Ta Wadi,
2491,DOWN,Na Ta Wadi,Na Ta Wadi,
2492,UP,Nadar City,Nadar City,
2493,DOWN,Nadar City,Nadar City,
2494,UP,Nagarpalika Office,Nagarpalika Office,
2495,DOWN,Nagarpalika Office,Nagarpalika Office,
2496,UP,Nageshwar Vidyalay,Nageshwar Vidyalay,
2497,DOWN,Nageshwar Vidyalay,Nageshwar Vidyalay,
2498,UP,Nageshwar Vidyalay Phata,Nageshwar Vidyalay Phata,
2499,DOWN,Nageshwar Vidyalay Phata,Nageshwar Vidyalay Phata,
2500,UP,Nagpur Chawl,Nagpur Chawl,
2501,DOWN,Nagpur Chawl,Nagpur Chawl,
2502,UP,Naigaon,Naigaon,
2503,DOWN,Naigaon,Naigaon,
2504,UP,Naigaon Phata,Naigaon Phata,
2505,DOWN,Naigaon Phata,Naigaon Phata,
2506,UP,Naik Ovhal,Naik Ovhal,
2507,DOWN,Naik Ovhal,Naik Ovhal,
2508,UP,Nakhatevasti,Nakhatevasti,
2509,DOWN,Nakhatevasti,Nakhatevasti,
2510,UP,Nal Stop,Nal Stop,
2511,DOWN,Nal Stop,Nal Stop,
2512,UP,Nana Peth,Nana Peth,
2513,DOWN,Nana Peth,Nana Peth,
2514,UP,Nanasaheb Karpe Chowk,Nanasaheb Karpe Chowk,
2515,UP,Nanavli Phata,Nanavli Phata,
2516,DOWN,Nanavli Phata,Nanavli Phata,
2517,UP,Nandanwan Bungalow,Nandanwan Bungalow,
2518,DOWN,Nandanwan Bungalow,Nandanwan Bungalow,
2519,UP,Nanded City,Nanded City,
2520,DOWN,Nanded City,Nanded City,
2521,UP,Nanded Phata,Nanded Phata,
2522,DOWN,Nanded Phata,Nanded Phata,
2523,UP,Nandegaon Phata,Nandegaon Phata,
2524,DOWN,Nandegaon Phata,Nandegaon Phata,
2525,UP,Nandgude Shala,Nandgude Shala,
2526,DOWN,Nandgude Shala,Nandgude Shala,
2527,UP,Nandoshi Phata,Nandoshi Phata,
2528,DOWN,Nandoshi Phata,Nandoshi Phata,
2529,UP,Nandoshigaon,Nandoshigaon,
2530,DOWN,Nandoshigaon,Nandoshigaon,
2531,UP,Nanekarpark,Nanekarpark,
2532,DOWN,Nanekarpark,Nanekarpark,
2533,UP,Narayan Bhagoji Shinde Chowk,Narayan Bhagoji Shinde Chowk,
2534,DOWN,Narayan Bhagoji Shinde Chowk,Narayan Bhagoji Shinde Chowk,
2535,UP,Narayaninagar,Narayaninagar,
2536,DOWN,Narayaninagar,Narayaninagar,
2537,UP,Narhegaon,Narhegaon,
2538,DOWN,Narhegaon,Narhegaon,
2539,DOWN,Narsinha Highschool,Narsinha Highschool,
2540,UP,Nashik Phata,Nashik Phata,
2541,DOWN,Nashik Phata,Nashik Phata,
2542,UP,Nasrapur,Nasrapur,
2543,DOWN,Nasrapur,Nasrapur,
2544,UP,Natraj Society,Natraj Society,
2545,DOWN,Natraj Society,Natraj Society,
2546,UP,Natraj Stand,Natraj Stand,
2547,DOWN,Natraj Stand,Natraj Stand,
2548,UP,Natraj Talkies,Natraj Talkies,
2549,DOWN,Natraj Talkies,Natraj Talkies,
2550,UP,Natubaug,Natubaug,
2551,DOWN,Natubaug,Natubaug,
2552,UP,Navi Sangvi,Navi Sangvi,
2553,DOWN,Navi Sangvi,Navi Sangvi,
2554,UP,Navin Highway,Navin Highway,
2555,DOWN,Navin Highway,Navin Highway,
2556,UP,Navin Hind Highschool,Navin Hind Highschool,
2557,UP,Navin Manapa Shala,Navin Manapa Shala,
2558,DOWN,Navin Manapa Shala,Navin Manapa Shala,
2559,UP,Navlakh Umbre,Navlakh Umbre,
2560,DOWN,Navlakh Umbre,Navlakh Umbre,
2561,UP,Navlakh Umbre Jalshuddhikaran Kendra,Navlakh Umbre Jalshuddhikaran Kendra,
2562,DOWN,Navlakh Umbre Jalshuddhikaran Kendra,Navlakh Umbre Jalshuddhikaran Kendra,
2563,UP,Navlakha Godown,Navlakha Godown,
2564,DOWN,Navlakha Godown,Navlakha Godown,
2565,UP,Navsahayadri,Navsahayadri,
2566,DOWN,Navsahayadri,Navsahayadri,
2567,UP,Nawdevasti,Nawdevasti,
2568,DOWN,Nawdevasti,Nawdevasti,
2569,UP,NCL Colony,NCL Colony,
2570,DOWN,NCL Colony,NCL Colony,
2571,UP,NCL Gate,NCL Gate,
2572,DOWN,NCL Gate,NCL Gate,
2573,DOWN,NCL Hostel,NCL Hostel,
2574,UP,NDA Gate Colony 10,NDA Gate Colony 10,
2575,DOWN,NDA Gate Colony 10,NDA Gate Colony 10,
2576,UP,NDA Gol Market,NDA Gol Market,
2577,DOWN,NDA Gol Market,NDA Gol Market,
2578,UP,NDA Hospital,NDA Hospital,
2579,DOWN,NDA Hospital,NDA Hospital,
2580,UP,NDA Stadium,NDA Stadium,
2581,DOWN,NDA Stadium,NDA Stadium,
2582,UP,Neeta Park,Neeta Park,
2583,DOWN,Neeta Park,Neeta Park,
2584,UP,Nehru Stadium,Nehru Stadium,
2585,DOWN,Nehru Stadium,Nehru Stadium,
2586,UP,Nehrunagar,Nehrunagar,
2587,DOWN,Nehrunagar,Nehrunagar,
2588,UP,Nehrunagar Corner,Nehrunagar Corner,
2589,DOWN,Nehrunagar Corner,Nehrunagar Corner,
2590,UP,Nehrunagar Depot,Nehrunagar Depot,
2591,DOWN,Nehrunagar Depot,Nehrunagar Depot,
2592,UP,Nere Phata,Nere Phata,
2593,DOWN,Nere Phata,Nere Phata,
2594,UP,Netaji Highschool,Netaji Highschool,
2595,DOWN,Netaji Highschool,Netaji Highschool,
2596,UP,Netajinagar,Netajinagar,
2597,DOWN,Netajinagar,Netajinagar,
2598,UP,New English School Sasanenagar,New English School Sasanenagar,
2599,DOWN,New English School Sasanenagar,New English School Sasanenagar,
2600,UP,Newale Chowk,Newale Chowk,
2601,DOWN,Newale Chowk,Newale Chowk,
2602,UP,Newalevasti,Newalevasti,
2603,DOWN,Newalevasti,Newalevasti,
2604,UP,Nhavi Sandas,Nhavi Sandas,
2605,DOWN,Nhavi Sandas,Nhavi Sandas,
2606,UP,Nhawlevasti,Nhawlevasti,
2607,DOWN,Nhawlevasti,Nhawlevasti,
2608,UP,NIBM Chowk,NIBM Chowk,
2609,DOWN,NIBM Chowk,NIBM Chowk,
2610,UP,NIBM Corner,NIBM Corner,
2611,DOWN,NIBM Corner,NIBM Corner,
2612,UP,NIBM Road,NIBM Road,
2613,DOWN,NIBM Road,NIBM Road,
2614,UP,Nigde Phata,Nigde Phata,
2615,DOWN,Nigde Phata,Nigde Phata,
2616,UP,Nigdi,Nigdi,
2617,DOWN,Nigdi,Nigdi,
2618,UP,Nikhil Garden,Nikhil Garden,
2619,DOWN,Nikhil Garden,Nikhil Garden,
2620,UP,Nilayam Talkies,Nilayam Talkies,
2621,DOWN,Nilayam Talkies,Nilayam Talkies,
2622,UP,Nilgiri Society,Nilgiri Society,
2623,DOWN,Nilgiri Society,Nilgiri Society,
2624,UP,Niljyoti Society,Niljyoti Society,
2625,DOWN,Niljyoti Society,Niljyoti Society,
2626,UP,Nilkantheshwar Phata,Nilkantheshwar Phata,
2627,DOWN,Nilkantheshwar Phata,Nilkantheshwar Phata,
2628,UP,Nimbalkarvasti,Nimbalkarvasti,
2629,DOWN,Nimbalkarvasti,Nimbalkarvasti,
2630,UP,Nirgil,Nirgil,
2631,DOWN,Nirgil,Nirgil,
2632,UP,Nirgudkar Farm,Nirgudkar Farm,
2633,DOWN,Nirgudkar Farm,Nirgudkar Farm,
2634,UP,Nirma Company,Nirma Company,
2635,DOWN,Nirma Company,Nirma Company,
2636,UP,Nirmal Township,Nirmal Township,
2637,DOWN,Nirmal Township,Nirmal Township,
2638,UP,Nisarg Nirmiti Society,Nisarg Nirmiti Society,
2639,DOWN,Nisarg Nirmiti Society,Nisarg Nirmiti Society,
2640,UP,Nisarg Society,Nisarga Society,
2641,DOWN,Nisarg Society,Nisarga Society,
2642,UP,Nishigandha Farm,Nishigandha Farm,
2643,DOWN,Nishigandha Farm,Nishigandha Farm,
2644,UP,North Len,North Len,
2645,DOWN,North Len,North Len,
2646,UP,Nutan Vidyalaya,Nutan Vidyalaya,
2647,DOWN,Nutan Vidyalaya,Nutan Vidyalaya,
2648,UP,Officers Mess,Officers Mess,
2649,DOWN,Officers Mess,Officers Mess,
2650,UP,Om Hospital,Om Hospital,
2651,DOWN,Om Hospital,Om Hospital,
2652,DOWN,Om Medical,Om Medical,
2653,UP,Optonica Company,Optonica Company,
2654,DOWN,Optonica Company,Optonica Company,
2655,UP,Ordinance Club,Ordinance Club,
2656,DOWN,Ordinance Club,Ordinance Club,
2657,UP,Ordinance Factory,Ordinance Factory,
2658,DOWN,Ordinance Factory,Ordinance Factory,
2659,UP,Osade Phata,Osade Phata,
2660,DOWN,Osade Phata,Osade Phata,
2661,UP,Oskar Company,Oskar Company,
2662,DOWN,Oskar Company,Oskar Company,
2663,UP,Oswal Bhandhu Estate,Oswal Bandhu Estate,
2664,DOWN,Oswal Bhandhu Estate,Oswal Bandhu Estate,
2665,UP,Ovhalvasti,Ovhalvasti,
2666,DOWN,Ovhalvasti,Ovhalvasti,
2667,UP,P & T Colony,P&T Colony,
2668,DOWN,P & T Colony,P&T Colony,
2669,UP,Pachane Phata,Pachane Phata,
2670,DOWN,Pachane Phata,Pachane Phata,
2671,UP,Pachwad,Pachwad,
2672,DOWN,Pachwad,Pachwad,
2673,UP,Padalgharwadi,Padalgharwadi,
2674,DOWN,Padalgharwadi,Padalgharwadi,
2675,UP,Padmawati,Padmawati,
2676,DOWN,Padmawati,Padmawati,
2677,UP,Pahadi Dawakhana,Pahadi Dawakhana,
2678,UP,Paisa Fund,Paisa Fund,
2679,DOWN,Paisa Fund,Paisa Fund,
2680,UP,Pancharatna Complex,Pancharatna Complex,
